job_id,slug,title,organization,closing_date,status,published_to_site,source_url,source_url_status,apply_url,apply_url_status,contains_html,is_duplicate,validation_errors,validation_warnings,confidence,recommended_action
9ca5521b-450b-44b0-a359-5cd9f1827594,isro-careers-advt-no-01-2026-dated-25-07-2026-recruitment-to-the-post-of-adminis-4382678f,"ADVT. NO. 01/2026 dated 25-07-2026 - Recruitment to the post of Administrative Officer, Accounts Officer, Purchase and Stores Officer",ISRO — Careers,2026-08-24,live,True,https://www.isro.gov.in/PRLRecruitment7.html,200,https://www.isro.gov.in/PRLRecruitment7.html,200,False,False,,,100,keep_active
743c06ed-5e2c-41c7-ab43-36f85a5cc38b,dccbapplication-for-the-post-of-manager-staff-assistant24-jul-202607-aug-2026-e122e9d8,DCCB Application for the Post of Manager/Staff Assistant,Institute of Banking Personnel Selection (IBPS),2026-08-07,live,True,https://ibpsreg.ibps.in/dccbmay26/,500,https://ibpsreg.ibps.in/dccbmay26/,500,False,False,Job has not been verified | Completeness score 59 below 70,Vacancy count is not specified,95,needs_review
db86fb83-215c-402f-bbff-187997386ad5,mha-2-filling-up-of-two-02-posts-of-upper-division-clerk-udc-on-deputation-basis-ccb296eb,2 Filling up of two (02) posts of Upper Division Clerk (UDC) on deputation basis in the Office of the Custodian of Enemy,Mha,2026-08-28,live,True,https://www.mha.gov.in/sites/default/files/VacancyUDC_31072026.PDF,403,,missing,False,False,,Missing apply URL,90,needs_review
e74ac05c-5309-40cf-adf3-8daff9e02cd2,recruitment-online-applications-are-invited-from-eligible-candidates-for-filling-62abc909,"Recruitment : Online applications are invited from eligible candidates for filling up the following Group ‘B’ posts (Para-medical) in Bhabha Atomic Research Centre (BARC), Mumbai and Radiation Medicine Research Centre (RMRC), Kolkata through Direct Recruitment",Bhabha Atomic Research Centre (BARC),2026-08-18,live,True,http://www.barc.gov.in/careers/vacancy21.pdf,200,,missing,False,False,,Missing apply URL,90,keep_active
1a0720da-c31f-4c63-861e-6aa7802d0127,isro-careers-advt-no-nesac-rmt-temp-wi-02-2026-dated-17-07-2026-recruitment-for--d93d4252,"ADVT. NO.NESAC/RMT-TEMP/WI-02/2026 dated 17.07.2026 - Recruitment for the positions of Research Scientists, Junior Research Fellows and Project Associate - I",ISRO — Careers,2026-08-10,live,False,https://nesac.gov.in/category/career/,200,https://nesac.gov.in/category/career/,200,False,False,Completeness score 66 below 70,Vacancy count is not specified,95,needs_review
e4d65895-f3fb-4bef-a8b7-96da526c933e,3-cen-03-2026-14-07-2026-notice-detailed-centralized-employment-notice-no-03-202-da655950,3 CEN 03/2026 14-07-2026 Notice Detailed Centralized Employment Notice No 03/2026 English Version,Rrbajmer,2026-08-26,live,True,https://www.rrbajmer.gov.in/Upload_PDF/FINAL%20CEN%2003_2026_SECTION%20CONTROLLER-639196630071828120.pdf,error:ConnectError,,missing,False,False,,Missing apply URL,90,needs_review
b1b5a981-c103-4310-a496-6bce526ea831,icar-crri-senior-research-fellow-recruitment-2026-walkin-8daedfe1,ICAR CRRI Senior Research Fellow Recruitment 2026 - Walkin,ICAR CRRI,2026-09-30,live,True,https://icar-crri.in/wp-content/uploads/2026/06/EAP-245.pdf,200,,missing,False,False,,Missing apply URL,90,keep_active
8984fcc2-4b5f-4a94-a4f7-99e79a325736,tezpur-university-project-assistant-recruitment-2026-walkin-58554281,Tezpur University Project Assistant Recruitment 2026 - Walkin,Tezpur University,2027-03-31,live,True,https://www.tezu.ernet.in/ProjectWalkin/20-623Hin-Eng.pdf,200,,missing,False,False,,Missing apply URL,90,keep_active
5aaff605-8801-4455-bb34-a1ab6b8ef8bd,tezpur-university-junior-research-fellow-recruitment-2026-apply-online-96f771fe,Tezpur University Junior Research Fellow Recruitment 2026 - Apply Online,Tezpur University,2027-08-13,live,True,https://www.tezu.ernet.in/ProjectWalkin/20-619Hin-Eng.pdf,200,,missing,False,False,Deadline is implausibly far in the future | Job has not been verified,Missing apply URL,90,needs_review
6e099dfd-1ddf-46c5-8aa1-66d11e850613,nhm-chandigarh-medical-specialists-recruitment-2026-walkin-2d586198,NHM Chandigarh Medical Specialists Recruitment 2026 - Walkin,NHM Chandigarh,2027-03-31,live,True,http://nrhmchd.gov.in/cadmin/uploads/filemanagers/1780486049.pdf,error:ConnectTimeout,,missing,False,False,,Missing apply URL,90,needs_review
c4470c8d-76bf-47aa-bf56-ddd08d39ecfb,dfpd-recruitment-2026-apply-offline-for-joint-director-and-deputy-director-posts-f8babdb6,DFPD Recruitment 2026 - Apply Offline for Joint Director and Deputy Director Posts,DFPD,2026-08-16,live,True,https://dfpd.gov.in,200,,missing,False,False,,Missing apply URL,90,keep_active
bd704dec-d6f0-4558-bed9-aa862b3785fc,iiser-mohali-non-faculty-recruitment-2026-apply-online-for-40-attendant-junior-e-5b557ef4,"IISER Mohali Non Faculty Recruitment 2026 - Apply Online for 40 Attendant, Junior Engineer and More Posts",IISER Mohali,2026-09-27,live,True,https://erp.iisermohali.ac.in/OnlineRecruitmentApplicationIISERM.action,200,https://erp.iisermohali.ac.in/OnlineRecruitmentApplicationIISERM.action,200,False,False,,,100,keep_active
c4e3f1da-208f-4742-9332-a8df4154143a,iit-madras-assistant-professor-recruitment-2026-apply-online-for-40-posts-527824e5,IIT Madras Assistant Professor Recruitment 2026 - Apply Online for 40 Posts,IIT Madras,2026-10-15,live,True,https://facapp.iitm.ac.in/img/Advertisement_RA-2026.pdf,200,https://facapp.iitm.ac.in,200,False,False,,,100,keep_active
